POSTE;NOM;ALT;DATE;RR_RRMOY;T_TMMOY
01089001;AMBERIEU;250;01;84,9;3,2
01089001;AMBERIEU;250;02;70,0;4,2
01089001;AMBERIEU;250;03;75,0;8,0
01089001;AMBERIEU;250;04;87,2;11,3
01089001;AMBERIEU;250;05;106,4;15,2
01089001;AMBERIEU;250;06;88,8;19,0
01089001;AMBERIEU;250;07;86,0;21,1
01089001;AMBERIEU;250;08;83,0;20,9
01089001;AMBERIEU;250;09;106,1;16,7
01089001;AMBERIEU;250;10;117,7;12,6
01089001;AMBERIEU;250;11;117,9;7,1
01089001;AMBERIEU;250;12;94,5;3,9
01089001;AMBERIEU;250;13;1117,5;11,9
02320001;ST QUENTIN;98;01;54,1;3,6
02320001;ST QUENTIN;98;02;48,0;4,2
02320001;ST QUENTIN;98;03;51,3;7,2
02320001;ST QUENTIN;98;04;43,2;10,0
02320001;ST QUENTIN;98;05;57,1;13,4
02320001;ST QUENTIN;98;06;59,8;16,2
02320001;ST QUENTIN;98;07;60,2;18,4
02320001;ST QUENTIN;98;08;70,8;18,4
02320001;ST QUENTIN;98;09;51,4;15,2
02320001;ST QUENTIN;98;10;60,3;11,4
02320001;ST QUENTIN;98;11;56,8;6,9
02320001;ST QUENTIN;98;12;70,4;4,1
02320001;ST QUENTIN;98;13;683,4;10,8
03060001;VICHY-CHARMEIL;249;01;48,1;4,0
03060001;VICHY-CHARMEIL;249;02;37,5;4,6
03060001;VICHY-CHARMEIL;249;03;43,5;7,8
03060001;VICHY-CHARMEIL;249;04;68,5;10,5
03060001;VICHY-CHARMEIL;249;05;88,4;14,4
03060001;VICHY-CHARMEIL;249;06;72,7;18,1
03060001;VICHY-CHARMEIL;249;07;75,7;20,2
03060001;VICHY-CHARMEIL;249;08;76,1;20,1
03060001;VICHY-CHARMEIL;249;09;68,3;16,2
03060001;VICHY-CHARMEIL;249;10;70,2;12,6
03060001;VICHY-CHARMEIL;249;11;70,1;7,5
03060001;VICHY-CHARMEIL;249;12;50,0;4,6
03060001;VICHY-CHARMEIL;249;13;769,1;11,7
04049001;ST AUBAN;458;01;48,2;4,9
04049001;ST AUBAN;458;02;35,9;5,8
04049001;ST AUBAN;458;03;44,7;9,2
04049001;ST AUBAN;458;04;64,8;12,0
04049001;ST AUBAN;458;05;63,9;16,0
04049001;ST AUBAN;458;06;53,5;20,2
04049001;ST AUBAN;458;07;35,7;23,1
04049001;ST AUBAN;458;08;50,7;22,8
04049001;ST AUBAN;458;09;73,7;18,4
04049001;ST AUBAN;458;10;88,0;14,0
04049001;ST AUBAN;458;11;96,2;8,7
04049001;ST AUBAN;458;12;58,9;5,2
04049001;ST AUBAN;458;13;714,2;13,4
05046001;EMBRUN;873;01;51,0;2,4
05046001;EMBRUN;873;02;42,9;3,4
05046001;EMBRUN;873;03;49,5;7,2
05046001;EMBRUN;873;04;57,0;10,2
05046001;EMBRUN;873;05;69,3;14,1
05046001;EMBRUN;873;06;61,1;18,0
05046001;EMBRUN;873;07;49,2;20,6
05046001;EMBRUN;873;08;52,1;20,5
05046001;EMBRUN;873;09;64,6;16,1
05046001;EMBRUN;873;10;81,8;11,8
05046001;EMBRUN;873;11;84,6;6,4
05046001;EMBRUN;873;12;69,5;2,9
05046001;EMBRUN;873;13;732,6;11,1
05183001;VILLAR ST PANCRACE;1310;01;;
05183001;VILLAR ST PANCRACE;1310;02;;
05183001;VILLAR ST PANCRACE;1310;03;;
05183001;VILLAR ST PANCRACE;1310;04;;
05183001;VILLAR ST PANCRACE;1310;05;;
05183001;VILLAR ST PANCRACE;1310;06;;
05183001;VILLAR ST PANCRACE;1310;07;;
05183001;VILLAR ST PANCRACE;1310;08;;
05183001;VILLAR ST PANCRACE;1310;09;;
05183001;VILLAR ST PANCRACE;1310;10;;
05183001;VILLAR ST PANCRACE;1310;11;;
05183001;VILLAR ST PANCRACE;1310;12;;
05183001;VILLAR ST PANCRACE;1310;13;;
06029001;CANNES;2;01;82,5;8,6
06029001;CANNES;2;02;57,0;8,8
06029001;CANNES;2;03;60,2;11,0
06029001;CANNES;2;04;78,2;13,5
06029001;CANNES;2;05;51,8;17,2
06029001;CANNES;2;06;32,5;20,9
06029001;CANNES;2;07;18,7;23,5
06029001;CANNES;2;08;23,9;23,7
06029001;CANNES;2;09;92,1;20,3
06029001;CANNES;2;10;134,3;16,7
06029001;CANNES;2;11;145,4;12,5
06029001;CANNES;2;12;104,6;9,4
06029001;CANNES;2;13;881,2;15,5
06088001;NICE;2;01;73,5;9,5
06088001;NICE;2;02;53,6;9,8
06088001;NICE;2;03;51,0;11,8
06088001;NICE;2;04;68,8;14,1
06088001;NICE;2;05;40,3;17,7
06088001;NICE;2;06;35,7;21,4
06088001;NICE;2;07;13,6;24,1
06088001;NICE;2;08;17,2;24,5
06088001;NICE;2;09;81,0;21,2
06088001;NICE;2;10;127,9;17,5
06088001;NICE;2;11;138,4;13,3
06088001;NICE;2;12;90,3;10,3
06088001;NICE;2;13;791,3;16,3
07131001;LANAS SYN;265;01;83,6;5,4
07131001;LANAS SYN;265;02;56,2;6,2
07131001;LANAS SYN;265;03;61,3;9,7
07131001;LANAS SYN;265;04;80,8;12,5
07131001;LANAS SYN;265;05;90,3;16,4
07131001;LANAS SYN;265;06;68,4;20,6
07131001;LANAS SYN;265;07;49,1;23,3
07131001;LANAS SYN;265;08;60,1;23,0
07131001;LANAS SYN;265;09;138,0;18,6
07131001;LANAS SYN;265;10;151,4;14,1
07131001;LANAS SYN;265;11;140,3;9,0
07131001;LANAS SYN;265;12;87,1;5,9
07131001;LANAS SYN;265;13;1066,6;13,7
08105005;CHARLEVILLE-MEZ;145;01;100,4;2,7
08105005;CHARLEVILLE-MEZ;145;02;78,3;3,1
08105005;CHARLEVILLE-MEZ;145;03;68,6;6,2
08105005;CHARLEVILLE-MEZ;145;04;56,6;9,1
08105005;CHARLEVILLE-MEZ;145;05;67,6;12,8
08105005;CHARLEVILLE-MEZ;145;06;66,8;16,0
08105005;CHARLEVILLE-MEZ;145;07;72,3;18,0
08105005;CHARLEVILLE-MEZ;145;08;74,4;17,6
08105005;CHARLEVILLE-MEZ;145;09;63,4;14,1
08105005;CHARLEVILLE-MEZ;145;10;80,1;10,4
08105005;CHARLEVILLE-MEZ;145;11;83,8;6,1
08105005;CHARLEVILLE-MEZ;145;12;116,1;3,3
08105005;CHARLEVILLE-MEZ;145;13;928,4;9,9
09289001;ST GIRONS;414;01;82,3;5,5
09289001;ST GIRONS;414;02;68,6;6,3
09289001;ST GIRONS;414;03;73,6;9,0
09289001;ST GIRONS;414;04;103,7;11,1
09289001;ST GIRONS;414;05;106,6;14,6
09289001;ST GIRONS;414;06;78,1;18,0
09289001;ST GIRONS;414;07;59,0;20,0
09289001;ST GIRONS;414;08;67,4;20,3
09289001;ST GIRONS;414;09;73,1;17,1
09289001;ST GIRONS;414;10;82,0;13,7
09289001;ST GIRONS;414;11;98,6;8,7
09289001;ST GIRONS;414;12;80,2;6,2
09289001;ST GIRONS;414;13;973,2;12,5
10030001;TROYES-BARBEREY;112;01;48,2;3,6
10030001;TROYES-BARBEREY;112;02;44,2;4,3
10030001;TROYES-BARBEREY;112;03;45,9;7,4
10030001;TROYES-BARBEREY;112;04;48,3;10,2
10030001;TROYES-BARBEREY;112;05;64,9;14,0
10030001;TROYES-BARBEREY;112;06;52,4;17,4
10030001;TROYES-BARBEREY;112;07;56,4;19,8
10030001;TROYES-BARBEREY;112;08;53,9;19,6
10030001;TROYES-BARBEREY;112;09;52,4;15,7
10030001;TROYES-BARBEREY;112;10;63,8;11,9
10030001;TROYES-BARBEREY;112;11;55,3;7,1
10030001;TROYES-BARBEREY;112;12;58,9;4,3
10030001;TROYES-BARBEREY;112;13;644,6;11,3
11069001;CARCASSONNE;128;01;66,0;6,7
11069001;CARCASSONNE;128;02;46,6;7,5
11069001;CARCASSONNE;128;03;58,4;10,4
11069001;CARCASSONNE;128;04;71,4;12,9
11069001;CARCASSONNE;128;05;63,1;16,5
11069001;CARCASSONNE;128;06;46,8;20,5
11069001;CARCASSONNE;128;07;30,1;23,1
11069001;CARCASSONNE;128;08;39,8;23,1
11069001;CARCASSONNE;128;09;48,4;19,4
11069001;CARCASSONNE;128;10;62,7;15,5
11069001;CARCASSONNE;128;11;70,3;10,4
11069001;CARCASSONNE;128;12;61,4;7,4
11069001;CARCASSONNE;128;13;665,0;14,4
11202001;LEUCATE;42;01;50,5;
11202001;LEUCATE;42;02;27,7;
11202001;LEUCATE;42;03;32,9;
11202001;LEUCATE;42;04;43,6;
11202001;LEUCATE;42;05;40,0;
11202001;LEUCATE;42;06;17,2;
11202001;LEUCATE;42;07;13,9;
11202001;LEUCATE;42;08;20,4;
11202001;LEUCATE;42;09;32,2;
11202001;LEUCATE;42;10;59,7;
11202001;LEUCATE;42;11;55,4;
11202001;LEUCATE;42;12;46,8;
11202001;LEUCATE;42;13;440,3;
12145001;MILLAU;712;01;55,1;3,4
12145001;MILLAU;712;02;39,4;4,0
12145001;MILLAU;712;03;41,6;7,2
12145001;MILLAU;712;04;68,6;9,7
12145001;MILLAU;712;05;75,3;13,5
12145001;MILLAU;712;06;57,2;17,5
12145001;MILLAU;712;07;42,7;20,1
12145001;MILLAU;712;08;56,5;20,1
12145001;MILLAU;712;09;73,9;16,0
12145001;MILLAU;712;10;74,4;12,1
12145001;MILLAU;712;11;72,1;7,0
12145001;MILLAU;712;12;56,4;4,3
12145001;MILLAU;712;13;713,2;11,2
12254001;RODEZ-AVEYRON;578;01;74,9;3,4
12254001;RODEZ-AVEYRON;578;02;54,1;3,9
12254001;RODEZ-AVEYRON;578;03;62,6;7,1
12254001;RODEZ-AVEYRON;578;04;84,3;9,7
12254001;RODEZ-AVEYRON;578;05;96,9;13,4
12254001;RODEZ-AVEYRON;578;06;64,2;17,2
12254001;RODEZ-AVEYRON;578;07;55,6;19,5
12254001;RODEZ-AVEYRON;578;08;59,9;19,6
12254001;RODEZ-AVEYRON;578;09;77,5;15,6
12254001;RODEZ-AVEYRON;578;10;75,8;12,1
12254001;RODEZ-AVEYRON;578;11;85,3;7,1
12254001;RODEZ-AVEYRON;578;12;78,0;4,3
12254001;RODEZ-AVEYRON;578;13;869,1;11,1
13047001;ISTRES;23;01;55,6;7,5
13047001;ISTRES;23;02;33,6;8,1
13047001;ISTRES;23;03;31,5;11,3
13047001;ISTRES;23;04;59,0;14,0
13047001;ISTRES;23;05;42,5;17,9
13047001;ISTRES;23;06;28,2;22,2
13047001;ISTRES;23;07;12,5;24,9
13047001;ISTRES;23;08;23,4;24,7
13047001;ISTRES;23;09;80,0;20,6
13047001;ISTRES;23;10;86,7;16,6
13047001;ISTRES;23;11;76,2;11,4
13047001;ISTRES;23;12;43,7;8,2
13047001;ISTRES;23;13;572,9;15,6
13054001;MARIGNANE;9;01;47,1;7,7
13054001;MARIGNANE;9;02;29,8;8,3
13054001;MARIGNANE;9;03;29,5;11,4
13054001;MARIGNANE;9;04;51,6;14,3
13054001;MARIGNANE;9;05;37,7;18,4
13054001;MARIGNANE;9;06;27,9;22,5
13054001;MARIGNANE;9;07;10,8;25,2
13054001;MARIGNANE;9;08;25,8;24,9
13054001;MARIGNANE;9;09;82,0;20,9
13054001;MARIGNANE;9;10;73,3;17,0
13054001;MARIGNANE;9;11;75,9;11,7
13054001;MARIGNANE;9;12;40,9;8,4
13054001;MARIGNANE;9;13;532,3;15,9
13103001;SALON DE PROVENCE;58;01;54,4;6,7
13103001;SALON DE PROVENCE;58;02;34,2;7,3
13103001;SALON DE PROVENCE;58;03;36,6;10,5
13103001;SALON DE PROVENCE;58;04;56,4;13,2
13103001;SALON DE PROVENCE;58;05;44,0;17,2
13103001;SALON DE PROVENCE;58;06;30,6;21,3
13103001;SALON DE PROVENCE;58;07;13,7;24,0
13103001;SALON DE PROVENCE;58;08;30,5;23,7
13103001;SALON DE PROVENCE;58;09;78,9;19,7
13103001;SALON DE PROVENCE;58;10;85,6;15,7
13103001;SALON DE PROVENCE;58;11;84,1;10,5
13103001;SALON DE PROVENCE;58;12;45,1;7,2
13103001;SALON DE PROVENCE;58;13;594,1;14,7
14137001;CAEN-CARPIQUET;67;01;63,1;5,6
14137001;CAEN-CARPIQUET;67;02;52,8;5,9
14137001;CAEN-CARPIQUET;67;03;49,7;8,0
14137001;CAEN-CARPIQUET;67;04;53,4;10,0
14137001;CAEN-CARPIQUET;67;05;59,4;13,0
14137001;CAEN-CARPIQUET;67;06;58,0;15,9
14137001;CAEN-CARPIQUET;67;07;51,1;18,0
14137001;CAEN-CARPIQUET;67;08;59,6;18,3
14137001;CAEN-CARPIQUET;67;09;54,3;15,8
14137001;CAEN-CARPIQUET;67;10;78,9;12,5
14137001;CAEN-CARPIQUET;67;11;78,7;8,7
14137001;CAEN-CARPIQUET;67;12;81,3;6,1
14137001;CAEN-CARPIQUET;67;13;740,3;11,5
14578001;ST GATIEN DES B;139;01;77,9;5,0
14578001;ST GATIEN DES B;139;02;64,4;5,3
14578001;ST GATIEN DES B;139;03;61,2;7,5
14578001;ST GATIEN DES B;139;04;60,4;9,7
14578001;ST GATIEN DES B;139;05;65,3;12,7
14578001;ST GATIEN DES B;139;06;68,3;15,5
14578001;ST GATIEN DES B;139;07;64,2;17,4
14578001;ST GATIEN DES B;139;08;81,4;17,5
14578001;ST GATIEN DES B;139;09;80,4;15,2
14578001;ST GATIEN DES B;139;10;95,3;12,0
14578001;ST GATIEN DES B;139;11;94,5;8,2
14578001;ST GATIEN DES B;139;12;107,1;5,5
14578001;ST GATIEN DES B;139;13;920,4;11,0
15014004;AURILLAC;632;01;90,0;3,2
15014004;AURILLAC;632;02;76,5;3,6
15014004;AURILLAC;632;03;79,4;6,8
15014004;AURILLAC;632;04;108,5;9,2
15014004;AURILLAC;632;05;107,4;13,0
15014004;AURILLAC;632;06;82,3;16,5
15014004;AURILLAC;632;07;70,8;18,5
15014004;AURILLAC;632;08;88,4;18,5
15014004;AURILLAC;632;09;106,9;14,8
15014004;AURILLAC;632;10;100,5;11,5
15014004;AURILLAC;632;11;117,8;6,7
15014004;AURILLAC;632;12;106,2;4,0
15014004;AURILLAC;632;13;1134,7;10,5
16089001;COGNAC;30;01;71,9;6,5
16089001;COGNAC;30;02;50,8;7,1
16089001;COGNAC;30;03;52,9;10,1
16089001;COGNAC;30;04;65,0;12,5
16089001;COGNAC;30;05;61,6;16,1
16089001;COGNAC;30;06;60,2;19,4
16089001;COGNAC;30;07;45,0;21,3
16089001;COGNAC;30;08;53,2;21,3
16089001;COGNAC;30;09;62,8;18,1
16089001;COGNAC;30;10;76,4;14,6
16089001;COGNAC;30;11;87,9;9,8
16089001;COGNAC;30;12;84,1;7,1
16089001;COGNAC;30;13;771,8;13,7
17300009;LA ROCHELLE-ILE DE RE;20;01;76,3;7,0
17300009;LA ROCHELLE-ILE DE RE;20;02;56,1;7,3
17300009;LA ROCHELLE-ILE DE RE;20;03;57,4;9,8
17300009;LA ROCHELLE-ILE DE RE;20;04;60,7;12,0
17300009;LA ROCHELLE-ILE DE RE;20;05;50,9;15,5
17300009;LA ROCHELLE-ILE DE RE;20;06;39,3;18,6
17300009;LA ROCHELLE-ILE DE RE;20;07;40,0;20,5
17300009;LA ROCHELLE-ILE DE RE;20;08;46,2;20,6
17300009;LA ROCHELLE-ILE DE RE;20;09;59,7;18,0
17300009;LA ROCHELLE-ILE DE RE;20;10;83,7;14,7
17300009;LA ROCHELLE-ILE DE RE;20;11;94,6;10,4
17300009;LA ROCHELLE-ILE DE RE;20;12;89,5;7,5
17300009;LA ROCHELLE-ILE DE RE;20;13;754,4;13,5
17323001;CHASSIRON;11;01;68,7;7,8
17323001;CHASSIRON;11;02;49,6;7,9
17323001;CHASSIRON;11;03;48,5;10,1
17323001;CHASSIRON;11;04;53,1;12,1
17323001;CHASSIRON;11;05;43,8;15,2
17323001;CHASSIRON;11;06;36,2;18,1
17323001;CHASSIRON;11;07;38,7;19,8
17323001;CHASSIRON;11;08;42,2;20,2
17323001;CHASSIRON;11;09;57,9;18,2
17323001;CHASSIRON;11;10;72,7;15,3
17323001;CHASSIRON;11;11;90,5;11,4
17323001;CHASSIRON;11;12;81,5;8,6
17323001;CHASSIRON;11;13;683,4;13,7
18033001;BOURGES;161;01;58,0;4,5
18033001;BOURGES;161;02;51,0;5,1
18033001;BOURGES;161;03;52,8;8,4
18033001;BOURGES;161;04;62,0;11,1
18033001;BOURGES;161;05;75,9;14,8
18033001;BOURGES;161;06;58,4;18,4
18033001;BOURGES;161;07;63,5;20,5
18033001;BOURGES;161;08;53,5;20,5
18033001;BOURGES;161;09;56,7;16,7
18033001;BOURGES;161;10;74,2;12,9
18033001;BOURGES;161;11;69,3;7,9
18033001;BOURGES;161;12;67,4;5,0
18033001;BOURGES;161;13;742,7;12,1
18092001;AVORD;175;01;57,5;4,3
18092001;AVORD;175;02;51,3;4,9
18092001;AVORD;175;03;52,2;8,1
18092001;AVORD;175;04;62,3;10,7
18092001;AVORD;175;05;74,6;14,5
18092001;AVORD;175;06;59,1;18,1
18092001;AVORD;175;07;64,6;20,2
18092001;AVORD;175;08;57,2;20,2
18092001;AVORD;175;09;62,4;16,4
18092001;AVORD;175;10;75,6;12,7
18092001;AVORD;175;11;70,9;7,7
18092001;AVORD;175;12;68,8;4,8
18092001;AVORD;175;13;756,5;11,9
19031008;BRIVE;115;01;73,9;5,4
19031008;BRIVE;115;02;59,5;6,1
19031008;BRIVE;115;03;66,4;9,2
19031008;BRIVE;115;04;87,5;11,9
19031008;BRIVE;115;05;87,1;15,6
19031008;BRIVE;115;06;78,4;19,2
19031008;BRIVE;115;07;63,1;21,1
19031008;BRIVE;115;08;67,4;21,0
19031008;BRIVE;115;09;73,4;17,3
19031008;BRIVE;115;10;79,5;13,9
19031008;BRIVE;115;11;85,1;8,8
19031008;BRIVE;115;12;82,6;5,9
19031008;BRIVE;115;13;903,9;12,9
19147001;BRIVE-SOUILLAC;295;01;;
19147001;BRIVE-SOUILLAC;295;02;;
19147001;BRIVE-SOUILLAC;295;03;;
19147001;BRIVE-SOUILLAC;295;04;;
19147001;BRIVE-SOUILLAC;295;05;;
19147001;BRIVE-SOUILLAC;295;06;;
19147001;BRIVE-SOUILLAC;295;07;;
19147001;BRIVE-SOUILLAC;295;08;;
19147001;BRIVE-SOUILLAC;295;09;;
19147001;BRIVE-SOUILLAC;295;10;;
19147001;BRIVE-SOUILLAC;295;11;;
19147001;BRIVE-SOUILLAC;295;12;;
19147001;BRIVE-SOUILLAC;295;13;;
20004002;AJACCIO;5;01;54,1;9,4
20004002;AJACCIO;5;02;48,1;9,2
20004002;AJACCIO;5;03;50,4;11,0
20004002;AJACCIO;5;04;53,1;13,4
20004002;AJACCIO;5;05;49,8;17,0
20004002;AJACCIO;5;06;25,9;20,7
20004002;AJACCIO;5;07;8,6;23,2
20004002;AJACCIO;5;08;15,8;23,7
20004002;AJACCIO;5;09;57,8;20,8
20004002;AJACCIO;5;10;85,7;17,7
20004002;AJACCIO;5;11;111,8;13,6
20004002;AJACCIO;5;12;73,9;10,5
20004002;AJACCIO;5;13;635,0;15,8
20041001;CAP PERTUSATO;107;01;60,6;10,7
20041001;CAP PERTUSATO;107;02;48,7;10,5
20041001;CAP PERTUSATO;107;03;51,9;12,0
20041001;CAP PERTUSATO;107;04;54,2;14,1
20041001;CAP PERTUSATO;107;05;39,9;17,5
20041001;CAP PERTUSATO;107;06;18,1;21,2
20041001;CAP PERTUSATO;107;07;7,1;24,0
20041001;CAP PERTUSATO;107;08;12,5;24,8
20041001;CAP PERTUSATO;107;09;55,5;21,9
20041001;CAP PERTUSATO;107;10;74,5;18,7
20041001;CAP PERTUSATO;107;11;89,2;14,7
20041001;CAP PERTUSATO;107;12;70,0;11,8
20041001;CAP PERTUSATO;107;13;582,2;16,8
20050001;CALVI;57;01;50,3;9,5
20050001;CALVI;57;02;53,5;9,4
20050001;CALVI;57;03;58,9;11,5
20050001;CALVI;57;04;55,8;14,0
20050001;CALVI;57;05;40,8;17,8
20050001;CALVI;57;06;32,2;21,8
20050001;CALVI;57;07;7,6;24,6
20050001;CALVI;57;08;23,3;24,7
20050001;CALVI;57;09;59,1;21,3
20050001;CALVI;57;10;79,2;17,7
20050001;CALVI;57;11;115,4;13,6
20050001;CALVI;57;12;76,7;10,6
20050001;CALVI;57;13;652,8;16,4
20093002;ILE ROUSSE;142;01;34,0;10,6
20093002;ILE ROUSSE;142;02;32,7;10,4
20093002;ILE ROUSSE;142;03;42,9;12,2
20093002;ILE ROUSSE;142;04;39,9;14,5
20093002;ILE ROUSSE;142;05;30,2;18,1
20093002;ILE ROUSSE;142;06;29,8;21,8
20093002;ILE ROUSSE;142;07;7,1;24,5
20093002;ILE ROUSSE;142;08;13,5;24,9
20093002;ILE ROUSSE;142;09;43,7;21,7
20093002;ILE ROUSSE;142;10;60,6;18,5
20093002;ILE ROUSSE;142;11;85,5;14,5
20093002;ILE ROUSSE;142;12;53,9;11,7
20093002;ILE ROUSSE;142;13;473,8;16,9
20107001;CAP CORSE;72;01;39,7;
20107001;CAP CORSE;72;02;44,7;
20107001;CAP CORSE;72;03;37,1;
20107001;CAP CORSE;72;04;42,7;
20107001;CAP CORSE;72;05;31,5;
20107001;CAP CORSE;72;06;20,8;
20107001;CAP CORSE;72;07;12,0;
20107001;CAP CORSE;72;08;11,9;
20107001;CAP CORSE;72;09;59,0;
20107001;CAP CORSE;72;10;76,4;
20107001;CAP CORSE;72;11;103,8;
20107001;CAP CORSE;72;12;58,0;
20107001;CAP CORSE;72;13;537,6;
20114002;FIGARI;20;01;73,2;9,2
20114002;FIGARI;20;02;55,5;9,1
20114002;FIGARI;20;03;57,2;11,2
20114002;FIGARI;20;04;54,4;13,6
20114002;FIGARI;20;05;40,7;17,5
20114002;FIGARI;20;06;21,8;21,6
20114002;FIGARI;20;07;10,1;24,4
20114002;FIGARI;20;08;13,5;24,7
20114002;FIGARI;20;09;54,4;21,1
20114002;FIGARI;20;10;80,4;17,7
20114002;FIGARI;20;11;100,3;13,5
20114002;FIGARI;20;12;82,0;10,3
20114002;FIGARI;20;13;643,5;16,2
20148001;BASTIA;10;01;67,3;9,6
20148001;BASTIA;10;02;63,5;9,5
20148001;BASTIA;10;03;63,7;11,3
20148001;BASTIA;10;04;71,6;13,7
20148001;BASTIA;10;05;53,7;17,5
20148001;BASTIA;10;06;38,8;21,4
20148001;BASTIA;10;07;13,8;24,4
20148001;BASTIA;10;08;21,1;24,8
20148001;BASTIA;10;09;74,5;21,4
20148001;BASTIA;10;10;126,5;17,7
20148001;BASTIA;10;11;134,3;13,6
20148001;BASTIA;10;12;88,1;10,6
20148001;BASTIA;10;13;816,9;16,3
20303002;ALISTRO;65;01;60,4;
20303002;ALISTRO;65;02;54,9;
20303002;ALISTRO;65;03;54,4;
20303002;ALISTRO;65;04;57,9;
20303002;ALISTRO;65;05;46,5;
20303002;ALISTRO;65;06;22,7;
20303002;ALISTRO;65;07;12,4;
20303002;ALISTRO;65;08;18,6;
20303002;ALISTRO;65;09;63,8;
20303002;ALISTRO;65;10;110,5;
20303002;ALISTRO;65;11;91,0;
20303002;ALISTRO;65;12;74,5;
20303002;ALISTRO;65;13;667,6;
20342001;SOLENZARA;12;01;79,1;9,9
20342001;SOLENZARA;12;02;64,0;9,9
20342001;SOLENZARA;12;03;69,4;11,9
20342001;SOLENZARA;12;04;67,0;14,2
20342001;SOLENZARA;12;05;47,6;17,9
20342001;SOLENZARA;12;06;21,7;21,9
20342001;SOLENZARA;12;07;10,7;24,8
20342001;SOLENZARA;12;08;18,9;25,2
20342001;SOLENZARA;12;09;90,6;21,9
20342001;SOLENZARA;12;10;119,2;18,1
20342001;SOLENZARA;12;11;112,0;13,9
20342001;SOLENZARA;12;12;98,5;10,9
20342001;SOLENZARA;12;13;798,7;16,7
21473001;DIJON-LONGVIC;219;01;56,8;2,7
21473001;DIJON-LONGVIC;219;02;42,9;3,8
21473001;DIJON-LONGVIC;219;03;48,2;7,5
21473001;DIJON-LONGVIC;219;04;57,5;10,7
21473001;DIJON-LONGVIC;219;05;76,1;14,6
21473001;DIJON-LONGVIC;219;06;65,8;18,5
21473001;DIJON-LONGVIC;219;07;64,9;20,8
21473001;DIJON-LONGVIC;219;08;62,0;20,4
21473001;DIJON-LONGVIC;219;09;56,4;16,4
21473001;DIJON-LONGVIC;219;10;73,6;11,8
21473001;DIJON-LONGVIC;219;11;77,6;6,5
21473001;DIJON-LONGVIC;219;12;61,6;3,4
21473001;DIJON-LONGVIC;219;13;743,4;11,4
22113006;LANNION_AERO;85;01;95,9;6,9
22113006;LANNION_AERO;85;02;91,5;7,1
22113006;LANNION_AERO;85;03;66,2;8,3
22113006;LANNION_AERO;85;04;69,5;9,8
22113006;LANNION_AERO;85;05;63,1;12,5
22113006;LANNION_AERO;85;06;54,5;15,1
22113006;LANNION_AERO;85;07;53,4;16,9
22113006;LANNION_AERO;85;08;55,1;17,1
22113006;LANNION_AERO;85;09;52,8;15,5
22113006;LANNION_AERO;85;10;99,7;13,0
22113006;LANNION_AERO;85;11;105,0;9,6
22113006;LANNION_AERO;85;12;122,8;7,6
22113006;LANNION_AERO;85;13;929,5;11,6
22168001;PLOUMANAC'H;55;01;88,5;7,8
22168001;PLOUMANAC'H;55;02;78,7;7,8
22168001;PLOUMANAC'H;55;03;58,8;9,1
22168001;PLOUMANAC'H;55;04;64,9;10,5
22168001;PLOUMANAC'H;55;05;58,1;12,8
22168001;PLOUMANAC'H;55;06;50,4;15,2
22168001;PLOUMANAC'H;55;07;47,1;17,1
22168001;PLOUMANAC'H;55;08;54,2;17,6
22168001;PLOUMANAC'H;55;09;53,2;16,3
22168001;PLOUMANAC'H;55;10;93,6;13,7
22168001;PLOUMANAC'H;55;11;98,0;10,6
22168001;PLOUMANAC'H;55;12;109,6;8,5
22168001;PLOUMANAC'H;55;13;855,1;12,3
22372001;ST BRIEUC;135;01;74,2;6,3
22372001;ST BRIEUC;135;02;64,5;6,5
22372001;ST BRIEUC;135;03;53,3;8,0
22372001;ST BRIEUC;135;04;59,7;9,8
22372001;ST BRIEUC;135;05;56,2;12,5
22372001;ST BRIEUC;135;06;50,7;15,3
22372001;ST BRIEUC;135;07;41,9;17,2
22372001;ST BRIEUC;135;08;44,5;17,4
22372001;ST BRIEUC;135;09;52,4;15,5
22372001;ST BRIEUC;135;10;81,6;12,6
22372001;ST BRIEUC;135;11;87,7;9,2
22372001;ST BRIEUC;135;12;90,6;6,9
22372001;ST BRIEUC;135;13;757,3;11,4
23206002;GUERET-ST LAURENT;365;01;;
23206002;GUERET-ST LAURENT;365;02;;
23206002;GUERET-ST LAURENT;365;03;;
23206002;GUERET-ST LAURENT;365;04;;
23206002;GUERET-ST LAURENT;365;05;;
23206002;GUERET-ST LAURENT;365;06;;
23206002;GUERET-ST LAURENT;365;07;;
23206002;GUERET-ST LAURENT;365;08;;
23206002;GUERET-ST LAURENT;365;09;;
23206002;GUERET-ST LAURENT;365;10;;
23206002;GUERET-ST LAURENT;365;11;;
23206002;GUERET-ST LAURENT;365;12;;
23206002;GUERET-ST LAURENT;365;13;;
24037005;BERGERAC;49;01;67,0;5,9
24037005;BERGERAC;49;02;53,2;6,5
24037005;BERGERAC;49;03;53,7;9,7
24037005;BERGERAC;49;04;76,1;12,1
24037005;BERGERAC;49;05;77,4;15,8
24037005;BERGERAC;49;06;63,2;19,3
24037005;BERGERAC;49;07;57,0;21,1
24037005;BERGERAC;49;08;61,5;21,1
24037005;BERGERAC;49;09;66,2;17,6
24037005;BERGERAC;49;10;65,2;14,2
24037005;BERGERAC;49;11;76,2;9,2
24037005;BERGERAC;49;12;76,2;6,3
24037005;BERGERAC;49;13;792,9;13,2
